GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,BaseClient,134,72,17,3,30,23,16,9,6,9
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,StorageAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,StorageAPIGroupClient,16,0,0,0,5,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,ExtensionsAPIGroupClient,81,0,0,0,12,0,10,0,10,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RequestConfigHolder,10,9,0,0,5,2,3,2,3,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,VersionInfo,95,0,0,0,22,0,11,0,11,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,AppsAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,CustomResource,71,0,0,0,17,0,9,0,9,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,ExtensionsAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RequestConfigBuilder,366,0,24,0,68,0,22,0,10,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,ServiceToURLProvider.ServiceToUrlImplPriority,59,0,0,0,6,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,AutoAdaptableKubernetesClient,246,0,4,0,60,0,47,0,45,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,SettingsAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,SchedulingAPIGroupClient,14,0,0,0,3,0,2,0,2,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,DefaultKubernetesClient.new NamespaceVisitFromServerGetWatchDeleteRecreateWaitApplicableListImpl() {...},16,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,VersionInfo.VERSION_KEYS,6,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,AutoscalingAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,AutoscalingAPIGroupClient,18,0,0,0,5,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,WithRequestCallable,20,0,0,0,7,0,2,0,2,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,NetworkAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,DefaultKubernetesClient.new NamespaceVisitFromServerGetWatchDeleteRecreateWaitApplicableImpl() {...},16,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,DefaultKubernetesClient.new NamespaceVisitFromServerGetWatchDeleteRecreateWaitApplicableImpl() {...},16,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,DefaultKubernetesClient.new NamespaceVisitFromServerGetWatchDeleteRecreateWaitApplicableListImpl() {...},18,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,DefaultKubernetesClient.new NamespaceVisitFromServerGetWatchDeleteRecreateWaitApplicableListImpl() {...},18,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,KubernetesClientException,177,0,14,0,37,0,18,0,11,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RbacAPIGroupClient,44,0,0,0,8,0,6,0,6,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,Adapters,113,59,19,5,30,16,13,5,2,4
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,ConfigFluentImpl,1695,560,416,32,190,115,284,101,70,91
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,PolicyAPIGroupClient,18,0,0,0,5,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,BatchAPIGroupClient,28,0,0,0,6,0,4,0,4,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,ConfigBuilder,319,383,24,0,63,56,18,4,6,4
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RequestConfig,21,313,2,6,2,91,3,42,1,40
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,SchedulingAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,URLFromNodePortImpl,120,0,18,0,27,0,14,0,5,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,APIGroupExtensionAdapter,18,3,2,0,4,1,3,1,2,1
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,CodgeGen,3,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,CustomResourceDoneable,16,0,0,0,5,0,2,0,2,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,NetworkAPIGroupClient,18,0,0,0,5,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,BatchAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RbacAPIGroupExtensionAdapter,12,5,0,0,2,2,2,2,2,2
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,URLFromNodePortImpl.NodePortUrlComponents,18,0,0,0,6,0,3,0,3,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,Watcher.Action,44,0,0,0,2,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,RequestConfigFluentImpl,841,0,152,0,127,0,143,0,67,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,BaseClient.new BaseOperation() {...},20,0,0,0,1,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,APIGroupNotAvailableException,17,0,0,0,2,0,1,0,1,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,KubernetesClientTimeoutException,124,0,4,0,20,0,6,0,4,0
Fabric8 :: Kubernetes :: Java Client,io.fabric8.kubernetes.client,Adapters.new ExtensionAdapter() {...},5,18,1,1,1,5,1,4,0,4
